SEM,NQUEST,POIDSM,RESCOUR,RESDEP,RESSECT,RESCOMM,RESC,JDEP,MNP,MNP5,MNPMOB,MNPACT,TYPELOG,OCCUPLOG,LOY_HC,LOY_NSP,ALLOC,CHG,CHG_NSP,LOY_PARK,PARK,NBPI,SURF,TELFIX,INTERNET,ANEM,MNEM,CHOIXLOG1,CHOIXLOG2,CHOIXLOG3,ACOMM,NB_VELO,NB_VAE,PARKVELO,NB_VD,TYPEV1,ENERGV1,APMCV1,PUISSV1,ANKMV1,CPTKMV1,POSSV1,STATV1,TYPEV2,ENERGV2,APMCV2,PUISSV2,ANKMV2,CPTKMV2,POSSV2,STATV2,TYPEV3,ENERGV3,APMCV3,PUISSV3,ANKMV3,CPTKMV3,POSSV3,STATV3,TYPEV4,ENERGV4,APMCV4,PUISSV4,ANKMV4,CPTKMV4,POSSV4,STATV4,NB_2RM,NB_VEH,TYPERM1,MOTRM1,ENERM1,APMCRM1,CYLRM1,ANKMRM1,STATRM1,TYPERM2,MOTRM2,ENERM2,APMCRM2,CYLRM2,ANKMRM2,STATRM2,TYPERM3,MOTRM3,ENERM3,APMCRM3,CYLRM3,ANKMRM3,STATRM3,TYPERM4,MOTRM4,ENERM4,APMCRM4,CYLRM4,ANKMRM4,STATRM4,ANCOUT,ASSCOUT,REVENU
201107,92086371,183.40917216,2,92,9208,92012,554868E,2,2,2,1,,5,3,440,,2,90,,70,,3,64,1,1,35,,,,,92012,0,,1,1,1,1,2004,5,15000,135000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
201118,92086451,200.02663381,2,92,9208,92012,554839D,3,4,4,4,2,4,6,1000,,,200,,,3,3,68,1,1,10,,,,,92044,2,0,1,1,1,1,2007,8,8000,39000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8
201107,92086521,252.5237076,2,92,9208,92012,554597I,4,1,1,1,,4,1,,,,250,,,3,3,71,1,1,3,0,02,09,,75115,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201110,92086631,183.40917216,2,92,9208,92012,554839A,4,2,2,2,2,5,6,763,,,243,,100,,5,114,1,1,19,,,,,92040,5,0,1,1,1,2,1999,7,12000,133000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
201110,92086751,183.40917216,2,92,9208,92012,554837C,2,2,2,2,,6,1,,,,1000,,,3,5,125,1,1,29,,,,,,1,0,2,1,1,3,2009,7,18000,26000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9
201105,92086881,252.5237076,2,92,9208,92012,554838H,2,1,1,1,1,4,1,,,,150,,,3,2,40,1,1,26,,06,,,75116,0,,2,1,1,1,2001,4,1500,20000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201051,92086911,200.02663381,2,92,9208,92012,554834B,4,4,4,4,1,5,1,,,,700,,,3,7,194,1,1,18,,,,,75108,2,0,1,4,1,3,2009,4,6000,12000,1,6,1,1,2010,4,6000,2000,1,6,1,2,2010,5,12000,8000,1,6,1,3,2010,6,12000,6000,1,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10
201108,92086991,193.37083352,2,92,9208,92012,554858A,5,3,3,2,1,4,6,1060,,2,203,,92,,3,70,1,1,5,6,,,,92012,1,0,1,1,1,3,2009,5,10000,15500,3,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10
201102,92087011,200.02663381,2,92,9208,92012,554864H,3,4,2,2,2,4,4,1300,,2,100,,80,,3,70,1,1,,3,07,10,,,0,,1,1,1,1,2003,,10000,57000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
201114,92087101,466.87573938,2,92,9208,92012,554835D,5,5,5,5,1,4,6,1600,,2,160,,150,,4,90,1,1,13,,,,,92012,4,0,1,2,1,1,2009,4,4500,9000,1,7,1,3,2009,9,20000,40000,3,7,,,,,,,,,,,,,,,,,1,3,1,4,2,2006,3,10000,7,,,,,,,,,,,,,,,,,,,,,,1,2,10
201107,92087151,193.37083352,2,92,9208,92012,554869D,5,3,3,3,2,6,1,,,,550,,,2,6,132,1,1,2,8,03,,,92012,8,0,1,2,1,3,2010,6,17000,9000,3,6,1,1,1998,6,2000,103000,1,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10
201118,92087161,252.5237076,2,92,9208,92012,554892B,5,1,1,1,1,5,1,,,,170,,,2,3,45,1,1,13,,01,12,,92012,0,,1,1,1,1,1993,5,10000,165000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7
201113,92087251,183.40917216,2,92,9208,92012,554833A,2,2,2,2,,5,9,1300,,2,1800,,83,,2,58,1,1,8,,06,16,,12100,1,0,1,1,1,1,2000,10,9000,145000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,9
201111,92087321,252.5237076,2,92,9208,92012,554831A,2,1,1,1,,4,1,,,,150,,110,,4,90,1,2,40,,,,,75118,0,,1,1,1,1,2006,7,7000,40000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12
201119,92087421,200.02663381,2,92,9208,92012,554828I,3,4,4,4,1,4,1,,,,250,,,2,3,65,1,1,,6,09,11,,35238,3,0,1,1,1,3,2000,7,20000,260000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,2,2002,3,2000,6,,,,,,,,,,,,,,,,,,,,,,3,2,9
201107,92087501,252.5237076,2,92,9208,92012,554868E,4,1,1,1,1,4,1,,,,150,,,3,2,40,2,2,5,,04,11,12,78423,1,0,1,1,1,1,2005,4,5000,30000,4,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7
201047,92087601,183.40917216,2,92,9208,92012,554895B,4,2,2,2,1,4,1,,,,180,,,3,3,65,1,1,5,,02,,,92012,1,0,1,1,1,3,2002,4,14000,128000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9
201119,92087731,466.87573938,2,92,9208,92012,554837C,5,5,3,3,2,4,2,1300,,2,270,,50,,3,56,1,1,5,6,,,,92012,2,0,1,1,1,3,2007,7,15000,85000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9
201110,92087841,252.5237076,2,92,9208,92012,554823B,1,1,1,1,,4,1,,,,140,,119,,5,83,1,1,28,,,,,92012,1,0,1,1,1,2,2008,7,7500,42000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6
201102,92087851,252.5237076,2,92,9208,92012,554855E,1,1,1,1,,6,1,,,,200,,,3,4,72,1,2,12,,06,,,92023,1,0,1,1,1,3,2003,5,30000,151000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201107,92087891,466.87573938,2,92,9208,92012,554944E,5,5,5,5,1,5,3,391,,1,72,,53,,4,73,1,1,6,6,,,,92012,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201105,92087941,252.5237076,2,92,9208,92012,554868A,2,1,1,1,,4,1,,,,85,,,3,3,65,1,2,26,0,,,,92012,1,0,1,1,1,1,2000,7,6000,67000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201102,92088101,252.5237076,2,92,9208,92012,554597I,3,1,1,1,1,4,1,,,,50,,,3,2,49,1,1,27,,,,,92012,0,,1,1,1,1,1998,7,10000,118000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,11
201112,92088561,183.40917216,2,92,9208,92012,554892F,5,2,2,2,1,4,6,795,,2,75,,,3,2,45,1,1,1,0,06,,,92012,2,0,1,1,1,3,2005,5,25000,132000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,2,2001,3,15000,3,,,,,,,,,,,,,,,,,,,,,,4,2,7
201122,92089161,183.40917216,2,92,9208,92012,554827F,1,2,2,2,1,6,1,,,,220,,,3,3,60,1,1,15,0,,,,92012,2,0,1,1,1,2,1999,6,6000,80000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5
201017,92090011,423.95196029,2,92,9209,92049,555789I,2,1,1,1,1,4,1,,,,100,,63,,3,73,1,1,11,0,,,,91377,0,,1,1,1,1,2005,12,12500,50000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,10
200950,92090021,277.71115541,2,92,9209,92040,554988B,1,2,2,2,2,4,3,850,,2,100,,,2,3,77,1,1,15,0,,,,75115,0,,1,1,1,1,2002,7,15000,90000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,8
200949,92090041,220.79167926,2,92,9209,92040,557323H,2,8,8,8,3,5,3,399,,1,60,,,3,2,43,2,2,0,11,03,,,92040,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201052,92090061,277.71115541,2,92,9209,92075,558111E,2,2,2,2,1,4,6,1250,,2,50,,,3,4,70,1,1,1,6,01,04,,75115,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
200947,92090091,220.79167926,2,92,9209,92049,558126E,5,5,5,5,1,4,3,,1,3,,1,125,,4,80,1,1,13,,,,,92002,2,0,1,1,1,3,2000,6,19000,186000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,11
201105,92090121,423.95196029,2,92,9209,92040,554988F,1,1,1,1,1,4,3,350,,2,150,,,3,3,60,1,1,27,,,,,92040,0,,2,1,1,1,2002,4,10000,60000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,11
201005,92090161,291.84954077,2,92,9209,92049,558137G,4,4,4,3,2,4,1,,,,100,,,3,5,101,1,1,17,,,,,92049,0,,2,2,1,3,2007,6,30000,70000,1,6,1,1,2001,4,12000,70000,1,6,,,,,,,,,,,,,,,,,1,3,2,4,2,2007,1,1000,6,,,,,,,,,,,,,,,,,,,,,,3,4,7
201107,92090171,333.10035926,2,92,9209,92040,554978G,2,3,2,2,2,5,3,400,,2,100,,,2,3,61,1,1,1,0,01,04,,92040,1,0,2,1,1,3,2006,5,6000,27000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6
201102,92090201,277.71115541,2,92,9209,92040,557331A,5,2,2,2,2,4,6,1050,,2,150,,,3,2,54,1,1,1,,05,,,75104,0,,,1,1,3,2005,5,25000,150000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201005,92090231,423.95196029,2,92,9209,92049,555797G,2,1,1,1,1,4,6,743,,2,50,,,3,2,45,1,1,5,6,,,,91136,0,,2,1,1,1,1996,7,12000,201000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
201043,92090281,423.95196029,2,92,9209,92040,557315I,1,1,1,1,,4,3,363,,2,60,,,3,2,45,1,2,11,6,,,,95018,0,,1,1,1,3,1992,7,2000,35000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201052,92090291,333.10035926,2,92,9209,92040,554981B,1,3,3,3,,4,6,1021,,2,80,,,2,2,53,1,1,1,7,05,12,,92040,0,,1,2,1,1,1995,6,2500,206000,1,3,1,1,1998,14,3000,147000,1,7,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6
201012,92090301,277.71115541,2,92,9209,92049,555797G,5,2,2,2,2,5,4,850,,2,60,,,2,2,48,1,1,2,10,04,,,99041,1,0,1,1,1,1,2001,4,15000,93000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,2,2009,2,3500,7,,,,,,,,,,,,,,,,,,,,,,2,2,9
201047,92090321,423.95196029,2,92,9209,92040,554967B,4,1,1,1,1,6,3,282,,2,200,,,3,2,48,1,1,6,,,,,92040,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201111,92090331,277.71115541,2,92,9209,92040,554981H,4,2,2,2,1,5,2,1500,,2,100,,,2,4,84,1,1,7,,01,04,,92012,0,,1,1,1,1,2008,5,10000,27000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
200948,92090371,364.33665342,2,92,9209,92075,555774D,5,2,2,2,2,1,6,950,,2,100,,,3,2,65,1,1,11,,,,,75113,1,0,2,1,1,1,2004,5,20000,98000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,11
201106,92090391,291.84954077,2,92,9209,92049,558214E,5,4,4,4,2,4,3,550,,2,180,,,2,3,69,1,1,18,,,,,92049,2,0,1,1,1,3,2006,5,11000,55000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8
201051,92090421,277.71115541,2,92,9209,92075,555776G,1,2,2,2,2,5,1,,,,650,,,3,4,81,1,1,32,,,,,75120,0,,1,4,1,3,1992,9,15000,425000,1,6,1,3,2007,8,10000,40000,1,6,1,1,1992,4,250,80000,1,6,1,1,2007,4,10000,40000,3,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10
201051,92090431,333.10035926,2,92,9209,92040,557232B,5,3,2,2,2,4,6,1200,,2,150,,96,,5,80,1,1,2,,01,02,,92012,1,0,1,1,1,1,2008,5,12000,25000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1998,2,800,4,,,,,,,,,,,,,,,,,,,,,,2,3,9
201118,92090451,277.71115541,2,92,9209,92049,558214G,2,2,2,2,2,5,6,950,,2,60,,,3,2,50,1,1,1,6,01,12,,75103,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
201045,92090461,220.79167926,2,92,9209,92040,557331E,5,5,5,5,2,5,1,,,,200,,,3,5,110,1,1,7,8,,,,92075,7,0,1,1,1,3,2008,7,15000,30000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,10
200951,92090481,423.95196029,2,92,9209,92040,554976G,1,1,1,1,1,5,4,690,,2,110,,,2,1,33,1,1,3,2,04,08,,73051,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201003,92090491,277.71115541,2,92,9209,92049,558153I,1,2,1,1,1,4,3,360,,2,90,,65,,2,42,1,1,3,6,04,,,77083,0,,1,1,1,1,1999,6,1000,75000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
201008,92090541,220.79167926,2,92,9209,92046,558142A,5,6,5,5,2,5,3,550,,1,120,,,3,4,86,1,1,6,,,,,93078,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2009,1,25,5,,,,,,,,,,,,,,,,,,,,,,7,7,7
201114,92090571,423.95196029,2,92,9209,92049,558138F,5,1,1,1,,4,1,,,,250,,,2,4,92,1,1,21,,,,,75114,0,,1,2,1,1,2003,6,19000,91000,1,6,1,1,2000,6,19000,150000,1,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201051,92090611,333.10035926,2,92,9209,92049,558135A,2,3,3,3,2,6,3,310,,2,211,,60,,3,60,1,1,15,,,,,92049,2,0,1,1,1,3,2003,5,10000,160500,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2008,2,2500,7,,,,,,,,,,,,,,,,,,,,,,3,5,6
201051,92090641,277.71115541,2,92,9209,92049,558163E,1,2,2,1,,4,1,,,,200,,116,,5,99,1,1,30,6,,,,92049,0,,1,1,1,3,2004,7,20000,110000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10
201043,92090671,364.33665342,2,92,9209,92049,558161C,1,2,2,2,,1,1,,,,150,,,3,5,150,1,1,28,3,,,,75105,0,,1,1,1,6,1986,9,2000,30000,1,12,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7
201047,92090681,277.71115541,2,92,9209,92049,558126D,3,2,2,2,1,6,6,600,,1,44,,,3,1,22,1,1,1,,02,03,10,93007,0,,2,1,1,3,2003,7,10000,200000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
201108,92090721,423.95196029,2,92,9209,92049,555797D,2,1,1,1,,4,3,500,,2,100,,,2,2,49,1,1,4,,06,12,,83069,0,,2,1,1,3,2007,7,10000,17000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
201052,92090741,277.71115541,2,92,9209,92075,558111G,2,2,2,2,,4,1,,,,200,,,2,3,65,1,2,7,,10,12,,92075,0,,1,1,1,1,2010,5,5000,2500,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,11
201050,92090751,423.95196029,2,92,9209,92040,554991F,5,1,1,,1,6,,380,,2,80,,,3,1,32,1,1,2,,04,16,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201007,92090771,277.71115541,2,92,9209,92046,557339G,3,2,2,2,,5,6,460,,2,154,,,3,4,74,1,2,50,,,,,75111,0,,2,1,1,3,1993,6,11000,180000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
201052,92090791,423.95196029,2,92,9209,92040,554992A,1,1,1,1,,4,1,,,,50,,,3,2,47,1,1,14,1,04,08,,93045,1,0,1,1,1,2,2004,5,5000,30000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
201114,92090871,277.71115541,2,92,9209,92046,558124G,4,2,2,,,4,3,269,,1,105,,,2,2,38,1,2,3,,16,,,92046,0,,2,1,1,2,1989,7,0,92000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
200950,92090891,277.71115541,2,92,9209,92075,555777I,3,2,2,2,1,4,1,,,,330,,,3,5,105,1,1,20,0,,,,75114,0,,1,2,1,2,1986,5,5000,83000,1,6,1,3,2008,7,32000,32000,3,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10
201102,92090911,423.95196029,2,92,9209,92040,554987D,4,1,1,1,1,4,6,500,,2,40,,,3,1,40,1,1,2,6,01,,,,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201013,92090961,382.88517735,2,92,9209,92046,555779I,3,4,4,4,2,2,2,1400,,2,0,,,3,5,110,1,1,10,0,,,,75109,2,0,1,1,1,4,2009,7,20000,10000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,10
201017,92091001,277.71115541,2,92,9209,92040,554899E,1,2,2,2,,5,3,450,,2,90,,,3,2,40,1,2,25,,,,,92040,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201051,92091021,423.95196029,2,92,9209,92040,554977D,1,1,1,1,1,4,6,487,,2,71,,,3,1,20,1,1,3,6,01,04,,75116,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201104,92091041,291.84954077,2,92,9209,92040,554991A,5,4,4,4,2,5,1,,,,230,,,2,4,92,1,1,3,,07,13,,92040,1,0,1,1,1,1,1996,7,5000,165000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10
201051,92091061,423.95196029,2,92,9209,92046,558124G,3,1,1,1,,6,3,217,,1,144,,,3,2,66,1,2,10,,,,,92046,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201051,92091071,333.10035926,2,92,9209,92046,555789F,5,3,2,2,2,6,2,1560,,2,170,,,3,3,72,1,1,1,6,01,16,,92049,0,,1,2,1,3,1994,5,6000,60000,1,6,1,3,2009,5,15000,17500,3,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10
201111,92091091,277.71115541,2,92,9209,92049,558125I,3,2,2,1,1,5,1,,,,400,,,3,4,80,1,1,39,,,,,92049,0,,2,3,1,1,1986,9,5000,343000,1,5,1,1,2009,5,9000,32000,1,3,1,2,1973,11,500,120000,1,5,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,12
201051,92091141,333.10035926,2,92,9209,92049,558161H,1,3,2,2,2,4,6,640,,2,140,,,3,3,54,1,1,4,,08,16,,92007,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
201102,92091161,277.71115541,2,92,9209,92040,557312B,1,2,2,2,2,4,8,,,,0,,,2,2,68,1,1,4,,,,,70026,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201001,92091251,423.95196029,2,92,9209,92046,557363A,2,1,1,1,,6,3,288,,2,68,,,3,2,42,1,1,6,7,,,,94068,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201001,92091271,423.95196029,2,92,9209,92075,555775I,3,1,1,,,4,1,,,,55,,,3,2,29,1,2,26,,,,,92040,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201001,92091321,220.79167926,2,92,9209,92040,554968I,5,6,6,6,1,6,1,,,,400,,90,,6,124,1,1,11,0,,,,92040,4,0,1,2,1,3,2007,7,25000,66000,1,7,1,1,2007,4,7000,20000,1,3,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,9
201017,92091351,277.71115541,2,92,9209,92040,554977G,5,2,2,2,2,6,3,610,,2,140,,,2,3,77,1,1,2,,01,,,92040,0,,2,1,1,3,2008,7,20000,40000,1,9,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,2,2006,3,12000,7,,,,,,,,,,,,,,,,,,,,,,2,2,6
201050,92091361,277.71115541,2,92,9209,92046,558121H,2,2,2,2,1,4,6,,1,2,,1,,3,3,47,1,1,17,,,,,92046,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201052,92091451,423.95196029,2,92,9209,92040,554976I,5,1,1,1,1,4,6,850,,2,50,,,2,2,38,1,1,2,,03,12,,,0,,1,1,1,1,2010,7,15000,4000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5
201114,92091461,423.95196029,2,92,9209,92075,555775A,3,1,1,1,1,5,4,,1,3,,1,,2,1,30,1,1,1,,01,03,,92046,2,0,1,1,1,2,1995,4,5000,106000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201051,92091471,423.95196029,2,92,9209,92040,554964I,5,1,1,1,1,4,4,600,,2,40,,,3,1,27,1,1,3,,04,10,,93051,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201050,92091481,423.95196029,2,92,9209,92040,557313G,4,1,1,1,1,6,3,476,,2,190,,,2,3,65,1,1,17,,,,,60086,0,,1,1,1,1,1999,6,15000,220000,3,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
201115,92091511,277.71115541,2,92,9209,92040,554987B,3,2,2,2,,4,5,840,,1,60,,,3,2,37,1,1,1,6,01,04,,21000,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
201004,92091551,291.84954077,2,92,9209,92040,554987H,4,4,4,4,2,5,2,,1,2,300,,,3,6,144,1,1,6,,,,,92040,5,0,1,2,1,3,2005,12,18000,69000,3,6,1,3,2008,9,10000,15000,3,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7
201051,92091621,291.84954077,2,92,9209,92049,558136E,5,4,4,4,2,6,2,1054,,2,200,,,2,4,74,1,1,8,,,,,92023,4,0,1,1,1,2,2009,5,12000,12000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201003,92091651,277.71115541,2,92,9209,92046,557363I,2,2,2,2,2,6,3,380,,2,80,,,2,2,46,1,1,2,9,01,04,,93048,2,0,1,1,1,1,2006,4,8000,59000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
